,Date / Time,City,State,Shape
3837,2016-12-04 01:30:00,"Washington, D.C.                  ",MD    ,Circle    
3839,2016-11-04 22:30:00,Summer Lake                         ,OR    ,Light     
3840,2016-11-04 22:00:00,Layton                              ,UT    ,Cigar     
3841,2016-11-04 22:00:00,Richlands                           ,NC    ,Circle    
3843,2016-11-04 19:00:00,Lamberton                           ,MN    ,Triangle  
3845,2016-10-04 23:00:00,Mt. Dora                            ,FL    ,Light     
3846,2016-10-04 23:00:00,Williamston                         ,MI    ,Triangle  
3847,2016-10-04 22:30:00,Corning                             ,AR    ,Triangle  
3848,2016-10-04 21:50:00,Monroe                              ,WA    ,Circle    
3849,2016-10-04 21:45:00,Vinton                              ,VA    ,Other     
3850,2016-10-04 21:30:00,Two Harbors                         ,MN    ,Light     
3851,2016-10-04 20:27:00,Miami                               ,FL    ,Circle    
3852,2016-10-04 20:11:00,Oneonta                             ,NY    ,Light     
3853,2016-10-04 20:10:00,Fort Lauderdale Beach               ,FL    ,Other     
3854,2016-10-04 05:00:00,Venice                              ,FL    ,Changing  
3856,2016-10-04 00:00:00,Lakeside                            ,CA    ,Sphere    
3857,2016-09-04 23:00:00,Charleston                          ,WV    ,Flash     
3858,2016-09-04 22:30:00,Portland                            ,OR    ,Sphere    
3859,2016-09-04 22:25:00,Ogden                               ,UT    ,Cigar     
3861,2016-09-04 22:00:00,Duvall                              ,WA    ,Flash     
3863,2016-09-04 21:20:00,Salem                               ,OR    ,Flash     
3864,2016-09-04 21:20:00,Krotz Springs                       ,LA    ,Light     
3865,2016-09-04 21:15:00,Priest River                        ,ID    ,Other     
3866,2016-09-04 21:00:00,Englewood                           ,FL    ,Fireball  
3868,2016-09-04 16:00:00,Cape Coral                          ,FL    ,Diamond   
3869,2016-09-04 15:15:00,North Charleston                    ,SC    ,Circle    
3870,2016-09-04 12:30:00,Renville                            ,MN    ,Circle    
3871,2016-09-04 11:45:00,Grants Pass                         ,OR    ,Disk      
3872,2016-09-04 03:00:00,Buckingham                          ,VA    ,Disk      
3874,2016-08-04 23:20:00,Jasper                              ,GA    ,Light     
3875,2016-08-04 21:45:00,Portland                            ,OR    ,Circle    
3877,2016-08-04 21:35:00,Burlington                          ,MA    ,Triangle  
3878,2016-08-04 21:10:00,Bensalem                            ,PA    ,Formation 
3879,2016-08-04 21:00:00,Taunton                             ,MA    ,Changing  
3880,2016-08-04 17:00:00,Red Cross                           ,NC    ,Cigar     
3881,2016-08-04 10:15:00,Post Falls                          ,ID    ,Diamond   
3882,2016-08-04 04:30:00,Branson                             ,MO    ,Flash     
3883,2016-08-04 00:00:00,Starkville                          ,MS    ,Light     
3884,2016-07-04 23:00:00,Albuquerque                         ,NM    ,Circle    
3885,2016-07-04 22:30:00,Brookings                           ,OR    ,Flash     
3886,2016-07-04 21:30:00,Bass Lake                           ,CA    ,Fireball  
3889,2016-07-04 12:00:00,Berwyn                              ,IL    ,Disk      
3890,2016-07-04 01:30:00,Topeka                              ,KS    ,Formation 
3891,2016-06-04 23:30:00,Warren                              ,NJ    ,Cigar     
3892,2016-06-04 23:14:00,Elgin                               ,IL    ,Triangle  
3893,2016-06-04 23:00:00,Camano Island                       ,WA    ,Formation 
3894,2016-06-04 22:30:00,Nineveh                             ,IN    ,Sphere    
3895,2016-06-04 21:05:00,Hays                                ,KS    ,Light     
3896,2016-06-04 20:45:00,South Jordan                        ,UT    ,Rectangle 
3897,2016-06-04 19:55:00,Ogden                               ,UT    ,Formation 
3898,2016-06-04 17:05:00,Hildale                             ,UT    ,Triangle  
3899,2016-06-04 15:30:00,Tampa                               ,FL    ,Oval      
3900,2016-05-04 23:30:00,Lawrenceville                       ,GA    ,Disk      
3901,2016-05-04 23:30:00,Cape Coral                          ,FL    ,Other     
3902,2016-05-04 21:25:00,Redmond                             ,WA    ,Light     
3903,2016-05-04 19:55:00,El Paso                             ,TX    ,Light     
3904,2016-05-04 11:46:00,Oconomowoc                          ,WI    ,Formation 
3905,2016-05-04 03:45:00,Lawrence                            ,KS    ,Light     
3906,2016-05-04 02:40:00,South Portland                      ,ME    ,Triangle  
3907,2016-05-04 02:30:00,Salem                               ,OR    ,Other     
3908,2016-05-04 01:30:00,West Frankfort                      ,IL    ,Triangle  
3909,2016-04-04 22:30:00,Abiquiu                             ,NM    ,Changing  
3910,2016-04-04 21:00:00,Florence                            ,CO    ,Disk      
3911,2016-04-04 21:00:00,High Point                          ,NJ    ,Light     
3912,2016-04-04 20:30:00,Tulsa                               ,OK    ,Light     
3913,2016-04-04 20:00:00,Bremen                              ,GA    ,Sphere    
3914,2016-04-04 18:30:00,Ocala                               ,FL    ,Other     
3915,2016-04-04 02:24:00,Orlando                             ,FL    ,Light     
3916,2016-04-04 01:49:00,Dayton                              ,OH    ,Light     
3917,2016-04-04 00:00:00,Florence                            ,MT    ,Triangle  
3919,2016-03-04 22:30:00,St. Charles                         ,IL    ,Formation 
3920,2016-03-04 22:20:00,Palatine                            ,IL    ,Formation 
3921,2016-03-04 20:00:00,Post Falls                          ,ID    ,Circle    
3922,2016-03-04 12:20:00,Wickieup                            ,AZ    ,Formation 
3923,2016-03-04 10:20:00,Hagerstown                          ,MD    ,Other     
3924,2016-03-04 06:45:00,Cleveland                           ,OH    ,Circle    
3925,2016-03-04 02:06:00,Columbia                            ,MD    ,Teardrop  
3926,2016-03-04 00:30:00,Grant                               ,CO    ,Light     
3927,2016-02-04 23:00:00,Allentown                           ,NJ    ,Light     
3928,2016-02-04 23:00:00,Yonkers                             ,NY    ,Fireball  
3930,2016-02-04 22:55:00,Las Vegas                           ,NV    ,Triangle  
3931,2016-02-04 22:45:00,Rowlett                             ,TX    ,Fireball  
3932,2016-02-04 22:30:00,Folsom                              ,CA    ,Light     
3933,2016-02-04 22:30:00,Center Line                         ,MI    ,Rectangle 
3934,2016-02-04 22:26:00,Riverside                           ,CA    ,Light     
3935,2016-02-04 22:20:00,Nampa                               ,ID    ,Chevron   
3937,2016-02-04 22:00:00,Tracy                               ,CA    ,Light     
3938,2016-02-04 21:45:00,Garden City                         ,MI    ,Light     
3939,2016-02-04 21:00:00,Avondale                            ,AZ    ,Light     
3940,2016-02-04 20:45:00,Port Townsend                       ,WA    ,Circle    
3941,2016-02-04 20:33:00,Tacoma                              ,WA    ,Light     
3942,2016-02-04 20:30:00,Port Townsend                       ,WA    ,Sphere    
3944,2016-02-04 19:00:00,Limerick                            ,PA    ,Circle    
3945,2016-02-04 14:30:00,Hudson                              ,MI    ,Changing  
3946,2016-02-04 14:30:00,Navasota                            ,TX    ,Flash     
3947,2016-02-04 13:45:00,San Diego                           ,CA    ,Formation 
3948,2016-02-04 03:55:00,Wasilla                             ,AK    ,Circle    
3949,2016-01-04 23:30:00,Moore                               ,OK    ,Disk      
3950,2016-01-04 23:16:00,Billings                            ,MT    ,Light     
3951,2016-01-04 22:30:00,Rumney                              ,NH    ,Triangle  
3952,2016-01-04 22:25:00,St. Charles                         ,MO    ,Chevron   
3953,2016-01-04 21:30:00,Troutdale                           ,OR    ,Sphere    
3955,2016-01-04 21:00:00,Reardan                             ,WA    ,Light     
3957,2016-01-04 20:55:00,Puyallup                            ,WA    ,Light     
3958,2016-01-04 20:55:00,Portland                            ,OR    ,Light     
3959,2016-01-04 20:46:00,Olympia                             ,WA    ,Changing  
3960,2016-01-04 20:45:00,Spokane                             ,WA    ,Circle    
3961,2016-01-04 20:45:00,Kalispell                           ,MT    ,Sphere    
3962,2016-01-04 20:45:00,Kalispell                           ,MT    ,Sphere    
3963,2016-01-04 20:00:00,Sun City West                       ,AZ    ,Circle    
3964,2016-01-04 20:00:00,Surprise                            ,AZ    ,Other     
3965,2016-01-04 19:58:00,Portland                            ,OR    ,Formation 
3966,2016-01-04 19:58:00,Portland                            ,OR    ,Formation 
3967,2016-01-04 19:30:00,Goodyear                            ,AZ    ,Fireball  
3968,2016-01-04 19:30:00,Bakersfield                         ,CA    ,Fireball  
3969,2016-01-04 18:00:00,Lancaster                           ,NY    ,Other     
3970,2016-01-04 13:00:00,Salt Lake City                      ,UT    ,Light     
3972,2016-01-04 05:00:00,Fayetteville                        ,AR    ,Fireball  
3973,2016-01-04 04:40:00,Port Orange                         ,FL    ,Triangle  
3974,2016-01-04 04:23:00,San Jose                            ,CA    ,Light     
3975,2016-01-04 00:34:00,Pomona                              ,NY    ,Light     
3976,2016-01-04 00:00:00,Walkertown                          ,NC    ,Triangle  
3977,2016-03-31 23:30:00,St. Helens                          ,OR    ,Formation 
3978,2016-03-31 22:05:00,Shasta Lake                         ,CA    ,Fireball  
3979,2016-03-31 22:02:00,Arlington                           ,TX    ,Oval      
3980,2016-03-31 20:30:00,Rehoboth Beach                      ,DE    ,Oval      
3981,2016-03-31 17:30:00,Ft. Lauderdale                      ,FL    ,Light     
3982,2016-03-31 04:00:00,San Diego                           ,CA    ,Cylinder  
3983,2016-03-31 03:00:00,Chapmanville                        ,WV    ,Diamond   
3984,2016-03-31 02:00:00,Portland                            ,OR    ,Light     
3985,2016-03-31 00:21:00,Redmond                             ,OR    ,Light     
3986,2016-03-30 00:00:00,Burien                              ,WA    ,Disk      
3987,2016-03-30 23:00:00,Phoenix                             ,AZ    ,Changing  
3988,2016-03-30 21:00:00,Columbus                            ,GA    ,Other     
3989,2016-03-30 20:45:00,Bushkill                            ,PA    ,Diamond   
3990,2016-03-30 13:30:00,Sacramento                          ,CA    ,Sphere    
3991,2016-03-30 07:55:00,Queens                              ,NY    ,Oval      
3992,2016-03-30 05:00:00,Surprise                            ,AZ    ,Other     
3993,2016-03-30 00:30:00,Maywood                             ,CA    ,Circle    
3994,2016-03-30 00:00:00,High Point                          ,NC    ,Disk      
3995,2016-03-30 00:00:00,Corydon                             ,IN    ,Triangle  
3996,2016-03-30 00:00:00,Winston-Salem                       ,NC    ,Fireball  
3997,2016-03-29 23:01:00,Irondequoit                         ,NY    ,Circle    
3998,2016-03-29 22:15:00,Myrtle Beach                        ,SC    ,Circle    
3999,2016-03-29 20:51:00,Shelton                             ,WA    ,Light     
4001,2016-03-29 20:25:00,Verona                              ,WI    ,Triangle  
4002,2016-03-29 20:14:00,Auburn                              ,NY    ,Triangle  
4003,2016-03-29 20:00:00,Windham                             ,NH    ,Triangle  
4004,2016-03-29 19:39:00,Crestline                           ,CA    ,Disk      
4005,2016-03-29 19:00:00,Dedham                              ,MA    ,Formation 
4006,2016-03-29 17:00:00,Surprise                            ,AZ    ,Disk      
4007,2016-03-29 15:30:00,Aurora                              ,CO    ,Triangle  
4008,2016-03-29 14:30:00,Denver Metro                        ,CO    ,Light     
4009,2016-03-29 06:45:00,Royal Palm Beach                    ,FL    ,Flash     
4010,2016-03-29 06:40:00,Boca Raton                          ,FL    ,Fireball  
4011,2016-03-29 06:25:00,Port Saint Lucie                    ,FL    ,Sphere    
4012,2016-03-29 02:00:00,St. Paul                            ,MN    ,Triangle  
4013,2016-03-28 23:45:00,Hamden                              ,CT    ,Flash     
4014,2016-03-28 22:00:00,North Myrtle Beach                  ,SC    ,Cigar     
4015,2016-03-28 21:30:00,Monroe                              ,NC    ,Other     
4016,2016-03-28 21:05:00,Mt. Juliet                          ,TN    ,Flash     
4017,2016-03-28 21:00:00,Rochester                           ,IL    ,Fireball  
4018,2016-03-28 20:45:00,Wentzville                          ,MO    ,Light     
4019,2016-03-28 19:49:00,Stafford                            ,VA    ,Circle    
4020,2016-03-28 12:30:00,Tucson                              ,AZ    ,Light     
4022,2016-03-28 06:30:00,Glenwood Springs                    ,CO    ,Disk      
4023,2016-03-28 04:25:00,Lakside                             ,MT    ,Fireball  
4024,2016-03-28 00:15:00,Paradise                            ,CA    ,Flash     
4025,2016-03-27 22:30:00,Tulsa                               ,OK    ,Cross     
4026,2016-03-27 21:32:00,Gum Springs                         ,AR    ,Light     
4027,2016-03-27 21:00:00,Epping                              ,NH    ,Cylinder  
4028,2016-03-27 20:50:00,Santa Maria                         ,CA    ,Disk      
4029,2016-03-27 20:45:00,Bakersfield                         ,CA    ,Fireball  
4030,2016-03-27 20:30:00,Naples                              ,FL    ,Circle    
4031,2016-03-27 18:00:00,Lubbock                             ,TX    ,Rectangle 
4032,2016-03-27 17:00:00,Los Angeles                         ,CA    ,Sphere    
4033,2016-03-26 23:40:00,Oklahoma City                       ,OK    ,Sphere    
4034,2016-03-26 23:30:00,Pelican                             ,AK    ,Sphere    
4035,2016-03-26 23:15:00,Cedaredge                           ,CO    ,Flash     
4036,2016-03-26 22:30:00,Sequim                              ,WA    ,Fireball  
4037,2016-03-26 22:30:00,Glenview                            ,IL    ,Light     
4038,2016-03-26 22:30:00,El Paso                             ,TX    ,Triangle  
4039,2016-03-26 21:55:00,White Plains                        ,MD    ,Light     
4040,2016-03-26 21:55:00,Riverside                           ,CA    ,Light     
4041,2016-03-26 21:20:00,New Lexington                       ,OH    ,Disk      
4042,2016-03-26 20:30:00,Baltimore                           ,MD    ,Oval      
4043,2016-03-26 20:15:00,Sarasota                            ,FL    ,Circle    
4044,2016-03-26 20:15:00,Pembroke Pines                      ,FL    ,Fireball  
4046,2016-03-26 20:00:00,West Newbury                        ,MA    ,Teardrop  
4047,2016-03-26 18:30:00,Globe                               ,AZ    ,Rectangle 
4048,2016-03-26 18:00:00,North Hollywood                     ,CA    ,Light     
4049,2016-03-26 15:30:00,York                                ,PA    ,Circle    
4050,2016-03-26 14:30:00,Fort Collins                        ,CO    ,Triangle  
4051,2016-03-26 14:25:00,Sacramento                          ,CA    ,Egg       
4052,2016-03-25 23:00:00,Bridgton                            ,ME    ,Circle    
4053,2016-03-25 22:00:00,Acworth                             ,GA    ,Circle    
4054,2016-03-25 22:00:00,Reseda                              ,CA    ,Triangle  
4055,2016-03-25 22:00:00,Kirkland                            ,WA    ,Sphere    
4056,2016-03-25 21:00:00,Bainbridge Island                   ,WA    ,Light     
4057,2016-03-25 20:00:00,Milwaukie                           ,OR    ,Triangle  
4058,2016-03-25 19:30:00,Paragould                           ,AR    ,Other     
4059,2016-03-25 17:30:00,Fairbanks                           ,AK    ,Sphere    
4060,2016-03-25 15:00:00,Mojave                              ,CA    ,Other     
4061,2016-03-25 14:00:00,Gouldsboro                          ,PA    ,Triangle  
4062,2016-03-25 04:38:00,Jackson                             ,KY    ,Triangle  
4063,2016-03-25 03:45:00,Lakewood                            ,NJ    ,Triangle  
4064,2016-03-25 02:00:00,Albuquerque                         ,NM    ,Triangle  
4065,2016-03-24 22:50:00,Chester                             ,VA    ,Disk      
4066,2016-03-24 21:30:00,Lorenzo                             ,TX    ,Light     
4067,2016-03-24 21:10:00,Gainesville                         ,FL    ,Flash     
4068,2016-03-23 23:00:00,Meadow Creek Road                   ,KY    ,Sphere    
4070,2016-03-23 22:00:00,North Haven                         ,CT    ,Changing  
4071,2016-03-23 21:58:00,Pawleys Island                      ,SC    ,Light     
4072,2016-03-23 21:20:00,Stratham                            ,NH    ,Rectangle 
4073,2016-03-23 21:10:00,Jacksonville                        ,FL    ,Fireball  
4074,2016-03-23 21:00:00,Fairbanks                           ,AK    ,Triangle  
4075,2016-03-23 21:00:00,Eugene                              ,OR    ,Triangle  
4076,2016-03-23 20:40:00,Largo                               ,FL    ,Light     
4077,2016-03-23 20:18:00,Mesa                                ,AZ    ,Teardrop  
4078,2016-03-23 00:15:00,Voorhees                            ,NJ    ,Diamond   
4079,2016-03-22 22:53:00,Poinciana                           ,FL    ,Triangle  
4080,2016-03-22 22:20:00,Ocean Isle Beach                    ,NC    ,Light     
4081,2016-03-22 21:29:00,Philadelphia                        ,PA    ,Other     
4082,2016-03-22 21:00:00,Kelso                               ,WA    ,Fireball  
4083,2016-03-22 08:43:00,New Port Richey                     ,FL    ,Oval      
4084,2016-03-22 03:45:00,Byrdstown                           ,TN    ,Disk      
4085,2016-03-22 03:15:00,Baltimore                           ,MD    ,Oval      
4086,2016-03-22 00:00:00,Bloomington                         ,IL    ,Disk      
4087,2016-03-22 00:00:00,Plaucheville                        ,LA    ,Rectangle 
4088,2016-03-21 23:55:00,Westminster                         ,MD    ,Circle    
4089,2016-03-21 23:15:00,Hampton                             ,VA    ,Sphere    
4090,2016-03-21 21:45:00,Queens                              ,NY    ,Light     
4091,2016-03-21 21:30:00,Des Plaines                         ,IL    ,Fireball  
4092,2016-03-21 21:26:00,Denver                              ,CO    ,Circle    
4093,2016-03-21 20:45:00,West Grove                          ,PA    ,Circle    
4094,2016-03-21 13:00:00,Albuquerque                         ,NM    ,Sphere    
4096,2016-03-21 03:18:00,Highland                            ,IN    ,Other     
4097,2016-03-21 02:08:00,Bowling Green                       ,KY    ,Light     
4098,2016-03-21 00:00:00,Wylie                               ,TX    ,Fireball  
4099,2016-03-20 20:00:00,West Grove                          ,PA    ,Fireball  
4100,2016-03-20 19:30:00,Canton                              ,MI    ,Light     
4101,2016-03-20 11:45:00,Denver                              ,CO    ,Cigar     
4102,2016-03-20 11:30:00,Cincinnati                          ,OH    ,Light     
4103,2016-03-20 05:30:00,Elbert                              ,CO    ,Other     
4105,2016-03-20 01:26:00,Albuquerque                         ,NM    ,Light     
4107,2016-03-20 00:00:00,Santa Cruz                          ,CA    ,Fireball  
4108,2016-03-19 21:00:00,Lafayette                           ,LA    ,Oval      
4109,2016-03-19 20:13:00,Albany                              ,OR    ,Triangle  
4110,2016-03-19 19:45:00,Bronx                               ,NY    ,Formation 
4111,2016-03-19 13:00:00,Sacramento                          ,CA    ,Other     
4112,2016-03-19 06:30:00,Colorado Springs                    ,CO    ,Changing  
4113,2016-03-19 01:30:00,Cody                                ,WY    ,Other     
4114,2016-03-18 23:45:00,Lincoln                             ,NE    ,Triangle  
4115,2016-03-18 23:05:00,Spokane Valley                      ,WA    ,Circle    
4116,2016-03-18 22:25:00,Castro Valley                       ,CA    ,Triangle  
4117,2016-03-18 21:45:00,Sutherlin                           ,OR    ,Circle    
4118,2016-03-18 21:35:00,Grants Pass                         ,OR    ,Sphere    
4119,2016-03-18 21:00:00,Eau Gallie                          ,FL    ,Fireball  
4120,2016-03-18 21:00:00,Barefoot Bay                        ,FL    ,Fireball  
4121,2016-03-18 20:30:00,Felton                              ,DE    ,Circle    
4122,2016-03-18 20:20:00,Mesa                                ,AZ    ,Triangle  
4123,2016-03-18 20:00:00,Port St. Lucie                      ,FL    ,Fireball  
4125,2016-03-18 18:00:00,Independence                        ,MO    ,Light     
4126,2016-03-18 17:00:00,Indian Trail                        ,NC    ,Flash     
4127,2016-03-18 17:00:00,Sinking Spring                      ,PA    ,Disk      
4128,2016-03-18 16:40:00,Ludlow                              ,MA    ,Sphere    
4129,2016-03-18 11:15:00,Portsmouth                          ,VA    ,Oval      
4130,2016-03-18 11:15:00,Portsmouth                          ,VA    ,Oval      
4131,2016-03-18 06:00:00,Canton                              ,MI    ,Triangle  
4132,2016-03-18 00:32:00,Clinton                             ,MI    ,Light     
4133,2016-03-18 00:00:00,Glide                               ,OR    ,Light     
4134,2016-03-18 00:00:00,Newport Beach                       ,CA    ,Disk      
4136,2016-03-17 22:40:00,Castro Valley                       ,CA    ,Triangle  
4138,2016-03-17 22:00:00,Stamford                            ,CT    ,Light     
4139,2016-03-17 21:25:00,Chula Vista                         ,CA    ,Fireball  
4140,2016-03-17 20:55:00,San Ysidro                          ,CA    ,Oval      
4141,2016-03-17 20:34:00,Goshen                              ,IN    ,Circle    
4142,2016-03-17 20:20:00,West Linn                           ,OR    ,Diamond   
4143,2016-03-17 20:10:00,Madison                             ,WI    ,Disk      
4144,2016-03-17 19:28:00,Zephyrhills                         ,FL    ,Fireball  
4145,2016-03-17 06:05:00,Marshall                            ,MO    ,Other     
4146,2016-03-17 05:30:00,Pine Grove                          ,CA    ,Sphere    
4147,2016-03-17 05:00:00,Pueblo                              ,CO    ,Triangle  
4149,2016-03-17 04:00:00,Lagrange                            ,NY    ,Light     
4151,2016-03-17 01:45:00,Sterling                            ,IL    ,Disk      
4152,2016-03-17 01:30:00,Franklin Furnace                    ,OH    ,Flash     
4153,2016-03-16 23:28:00,Murray                              ,KY    ,Disk      
4154,2016-03-16 21:40:00,Santa Fe                            ,NM    ,Triangle  
4155,2016-03-16 21:40:00,Turlock                             ,CA    ,Light     
4156,2016-03-16 21:15:00,Kernersville                        ,NC    ,Fireball  
4157,2016-03-16 21:00:00,Denver                              ,CO    ,Formation 
4158,2016-03-16 21:00:00,Ormond Beach                        ,FL    ,Fireball  
4159,2016-03-16 20:30:00,Anniston                            ,AL    ,Flash     
4160,2016-03-16 20:00:00,Nogal                               ,NM    ,Sphere    
4162,2016-03-16 15:30:00,Forrest City                        ,AR    ,Sphere    
4163,2016-03-16 14:00:00,Mount Shasta                        ,CA    ,Cigar     
4165,2016-03-15 23:15:00,Washington D.C.                     ,MD    ,Chevron   
4166,2016-03-15 22:15:00,Auburn                              ,AL    ,Sphere    
4167,2016-03-15 21:00:00,Plymouth Meeting                    ,PA    ,Triangle  
4168,2016-03-15 20:45:00,Canton                              ,CT    ,Other     
4170,2016-03-15 20:04:00,Barstow                             ,CA    ,Other     
4171,2016-03-15 20:00:00,Omak                                ,WA    ,Oval      
4172,2016-03-15 19:28:00,Fort Lauderdale                     ,FL    ,Fireball  
4173,2016-03-15 16:30:00,Benicia                             ,CA    ,Other     
4175,2016-03-15 02:40:00,Phoenix                             ,AZ    ,Formation 
4176,2016-03-15 02:30:00,Deland                              ,FL    ,Cross     
4177,2016-03-15 02:30:00,Myrtle Beach                        ,SC    ,Triangle  
4178,2016-03-15 02:00:00,Myrtle Beach                        ,SC    ,Triangle  
4179,2016-03-15 00:05:00,South Pasadena                      ,FL    ,Formation 
4180,2016-03-15 00:00:00,Lookout Mountain                    ,GA    ,Circle    
4182,2016-03-14 22:50:00,Hesperia                            ,CA    ,Light     
4183,2016-03-14 22:20:00,Irrigon                             ,OR    ,Changing  
4184,2016-03-14 20:55:00,Brooksville                         ,FL    ,Other     
4185,2016-03-14 13:01:00,Orlando                             ,FL    ,Cigar     
4186,2016-03-14 03:00:00,Farmington                          ,NM    ,Other     
4187,2016-03-14 02:30:00,Portland                            ,OR    ,Disk      
4188,2016-03-14 00:15:00,Anchorage                           ,AK    ,Light     
4189,2016-03-13 22:58:00,Huntington Beach                    ,CA    ,Flash     
4190,2016-03-13 22:30:00,Raleigh                             ,NC    ,Circle    
4191,2016-03-13 21:30:00,Pueblo                              ,CO    ,Formation 
4192,2016-03-13 21:30:00,Ravena                              ,NY    ,Light     
4193,2016-03-13 21:00:00,Los Fresnos                         ,TX    ,Light     
4194,2016-03-13 20:30:00,Mineral Springs                     ,NC    ,Light     
4195,2016-03-13 05:40:00,Washington D.C.                     ,MD    ,Flash     
4197,2016-12-03 23:55:00,Ft. Pierce                          ,FL    ,Circle    
4198,2016-12-03 23:30:00,Deltona                             ,FL    ,Triangle  
4199,2016-12-03 22:20:00,Rosman                              ,NC    ,Light     
4200,2016-12-03 22:20:00,Scottsdale                          ,AZ    ,Other     
4201,2016-12-03 22:06:00,New Cumberland                      ,PA    ,Teardrop  
4202,2016-12-03 21:00:00,Eden Prairie                        ,MN    ,Circle    
4203,2016-12-03 20:00:00,Bridgton                            ,ME    ,Light     
4204,2016-12-03 19:56:00,Paris                               ,TX    ,Light     
4205,2016-12-03 19:45:00,West Palm Beach                     ,FL    ,Disk      
4206,2016-12-03 18:45:00,Lake Charles                        ,LA    ,Circle    
4207,2016-12-03 14:30:00,St. Paul                            ,MN    ,Chevron   
4208,2016-12-03 05:47:00,Grand Rapids                        ,MI    ,Light     
4209,2016-12-03 03:00:00,Kotzebue                            ,AK    ,Light     
4210,2016-12-03 01:12:00,Greeley                             ,CO    ,Circle    
4211,2016-12-03 00:30:00,Burlington                          ,CT    ,Disk      
4212,2016-11-03 23:59:00,McHenry                             ,IL    ,Triangle  
4213,2016-11-03 23:30:00,Elkridge                            ,MD    ,Sphere    
4214,2016-11-03 22:25:00,Lincoln                             ,NE    ,Light     
4215,2016-11-03 22:00:00,Kokomo                              ,IN    ,Triangle  
4216,2016-11-03 22:00:00,Charlotte                           ,NC    ,Circle    
4217,2016-11-03 21:40:00,Ashland                             ,NE    ,Light     
4218,2016-11-03 21:30:00,Reston                              ,VA    ,Light     
4219,2016-11-03 21:00:00,Venice                              ,FL    ,Disk      
4220,2016-11-03 20:45:00,Springfield                         ,VA    ,Circle    
4221,2016-11-03 20:30:00,Stafford                            ,VA    ,Circle    
4222,2016-11-03 20:30:00,Northampton                         ,PA    ,Light     
4223,2016-11-03 20:30:00,Stafford                            ,VA    ,Circle    
4226,2016-11-03 20:00:00,Skykomish                           ,WA    ,Egg       
4227,2016-11-03 19:30:00,Superior                            ,AZ    ,Rectangle 
4228,2016-11-03 18:45:00,Manchester                          ,NH    ,Disk      
4229,2016-11-03 08:00:00,Irmo                                ,SC    ,Fireball  
4230,2016-11-03 07:00:00,Dillingham                          ,AK    ,Triangle  
4233,2016-11-03 04:38:00,Stirling                            ,NJ    ,Flash     
4234,2016-11-03 03:10:00,Pittsburgh                          ,PA    ,Circle    
4235,2016-11-03 02:48:00,Farmington                          ,NM    ,Formation 
4236,2016-11-03 00:35:00,East Greenwich                      ,RI    ,Disk      
4237,2016-10-03 21:03:00,Ponte Vedra                         ,FL    ,Circle    
4238,2016-10-03 21:00:00,Oshkosh                             ,WI    ,Other     
4239,2016-10-03 19:05:00,Port Saint Lucie                    ,FL    ,Cylinder  
4240,2016-10-03 19:00:00,Bayonne                             ,NJ    ,Diamond   
4241,2016-10-03 19:00:00,Lake Havasu City                    ,AZ    ,Light     
4243,2016-09-03 23:30:00,Morrison                            ,CO    ,Diamond   
4246,2016-09-03 19:00:00,Jacksonville Beach                  ,FL    ,Cylinder  
4247,2016-09-03 18:00:00,East Longmeadow                     ,MA    ,Triangle  
4248,2016-09-03 14:30:00,Denton                              ,MD    ,Oval      
4251,2016-09-03 06:00:00,Silver Spring                       ,MD    ,Triangle  
4252,2016-09-03 04:15:00,Biscoe                              ,NC    ,Light     
4253,2016-09-03 04:00:00,Grand Forks                         ,ND    ,Light     
4254,2016-09-03 02:00:00,Graham                              ,NC    ,Light     
4256,2016-08-03 22:46:00,Steamboat Springs                   ,CO    ,Light     
4257,2016-08-03 22:00:00,Castaic                             ,CA    ,Formation 
4258,2016-08-03 20:39:00,Van Buren                           ,AR    ,Triangle  
4259,2016-08-03 20:20:00,Glenview                            ,IL    ,Fireball  
4260,2016-08-03 19:20:00,Bel Air                             ,MD    ,Triangle  
4261,2016-08-03 16:35:00,Farmingdale                         ,NY    ,Other     
4262,2016-08-03 11:45:00,Brooklyn                            ,NY    ,Changing  
4264,2016-08-03 03:00:00,Chatsworth                          ,GA    ,Circle    
4266,2016-07-03 23:59:00,Wilmington                          ,MA    ,Flash     
4267,2016-07-03 23:00:00,Ogden                               ,UT    ,Sphere    
4268,2016-07-03 21:00:00,Ocklawaha                           ,FL    ,Disk      
4269,2016-07-03 20:30:00,Lamberton                           ,MN    ,Triangle  
4270,2016-07-03 20:00:00,Burke                               ,VA    ,Triangle  
4272,2016-07-03 19:05:00,Jefferson City                      ,MO    ,Sphere    
4273,2016-07-03 15:00:00,Nags Head                           ,NC    ,Disk      
4274,2016-07-03 09:24:00,Boulder                             ,CO    ,Light     
4275,2016-07-03 01:52:00,Kill Devil Hills                    ,NC    ,Light     
4276,2016-07-03 01:00:00,Greenbelt                           ,MD    ,Light     
4277,2016-06-03 23:00:00,St. George                          ,UT    ,Triangle  
4278,2016-06-03 22:57:00,Pelham                              ,AL    ,Sphere    
4280,2016-06-03 21:30:00,Hurricane                           ,WV    ,Fireball  
4281,2016-06-03 20:28:00,Riverside                           ,CA    ,Fireball  
4282,2016-06-03 20:19:00,Hurdle Mills                        ,NC    ,Diamond   
4283,2016-06-03 20:00:00,Hayesville                          ,NC    ,Fireball  
